Date,Open,High,Low,Close,Change,P_Open,P_High,P_Low,P_Close,P_High-Open,P_Change,P_4_Price,P_Close-High,P_High-Low,Action
2017-02-20,1235.3,1239.07,1232.9,1237.82,2.04,1237.78,1238.93,1226.21,1235.78,1.15,2.32,4938.7,-3.15,12.72,0
2017-05-16,1231.45,1239.18,1230.45,1236.78,-1.04,1235.3,1239.07,1232.9,1237.82,3.77,2.04,4945.09,-1.25,6.17,0
2018-10-25,1234.64,1239.22,1228.18,1231.58,-5.2,1231.45,1239.18,1230.45,1236.78,7.73,-1.04,4937.86,-2.4,8.73,1
2018-12-05,1239.1,1239.32,1233.39,1237.31,5.73,1234.64,1239.22,1228.18,1231.58,4.58,-5.2,4933.62,-7.64,11.04,0
2018-10-23,1222,1239.8,1221.83,1231.62,-5.69,1239.1,1239.32,1233.39,1237.31,0.22,5.73,4949.12,-2.01,5.93,0
2016-02-18,1207.99,1240.02,1201.04,1230.9,-0.72,1222,1239.8,1221.83,1231.62,17.8,-5.69,4915.25,-8.18,17.97,0
2016-02-26,1236.28,1240.4,1211.56,1224.01,-6.89,1207.99,1240.02,1201.04,1230.9,32.03,-0.72,4879.95,-9.12,38.98,1
2017-02-22,1236.1,1240.44,1231.34,1237.49,13.48,1236.28,1240.4,1211.56,1224.01,4.12,-6.89,4912.25,-16.39,28.84,0
2016-03-31,1225.81,1240.47,1224.24,1232.95,-4.54,1236.1,1240.44,1231.34,1237.49,4.34,13.48,4945.37,-2.95,9.1,1
2016-02-29,1222.41,1241.3,1220.46,1238.86,5.91,1225.81,1240.47,1224.24,1232.95,14.66,-4.54,4923.47,-7.52,16.23,0
2017-05-04,1238.62,1241.38,1225.82,1227.89,-10.97,1222.41,1241.3,1220.46,1238.86,18.89,5.91,4923.03,-2.44,20.84,1
2016-04-18,1235.11,1241.83,1230.37,1232.25,4.36,1238.62,1241.38,1225.82,1227.89,2.76,-10.97,4933.71,-13.49,15.56,1
2018-12-04,1231.33,1241.97,1230.58,1239.03,6.78,1235.11,1241.83,1230.37,1232.25,6.72,4.36,4939.56,-9.58,11.46,1
2017-02-16,1233.56,1242.38,1232.21,1239.1,0.07,1231.33,1241.97,1230.58,1239.03,10.64,6.78,4942.91,-2.94,11.39,0
2016-04-25,1233.28,1242.44,1230.39,1238.32,-0.78,1233.56,1242.38,1232.21,1239.1,8.82,0.07,4947.25,-3.28,10.17,0
2017-07-03,1241.81,1242.8,1218.73,1219.22,-19.1,1233.28,1242.44,1230.39,1238.32,9.16,-0.78,4944.43,-4.12,12.05,1
2016-04-08,1240.26,1242.98,1229.98,1239.8,20.58,1241.81,1242.8,1218.73,1219.22,0.99,-19.1,4922.56,-23.58,24.07,0
2016-02-25,1226.84,1243,1226.01,1233.17,-6.63,1240.26,1242.98,1229.98,1239.8,2.72,20.58,4953.02,-3.18,13,1
2018-12-14,1241.92,1243.12,1233.01,1238.43,5.26,1226.84,1243,1226.01,1233.17,16.16,-6.63,4929.02,-9.83,16.99,1
2016-03-29,1221.63,1243.16,1215.68,1242.05,3.62,1241.92,1243.12,1233.01,1238.43,1.2,5.26,4956.48,-4.69,10.11,0
2016-04-07,1223.36,1243.49,1222.96,1240.42,-1.63,1221.63,1243.16,1215.68,1242.05,21.53,3.62,4922.52,-1.11,27.48,0
2018-10-26,1232.24,1243.49,1230.14,1233.94,-6.48,1223.36,1243.49,1222.96,1240.42,20.13,-1.63,4930.23,-3.07,20.53,1
2017-02-17,1239.2,1243.86,1235.12,1236.12,2.18,1232.24,1243.49,1230.14,1233.94,11.25,-6.48,4939.81,-9.55,13.35,1
2017-07-19,1242.72,1244.04,1236.27,1240.26,4.14,1239.2,1243.86,1235.12,1236.12,4.66,2.18,4954.3,-7.74,8.74,0
2016-03-02,1231.44,1244.23,1225.02,1239.83,-0.43,1242.72,1244.04,1236.27,1240.26,1.32,4.14,4963.29,-3.78,7.77,0
2016-03-30,1242.7,1244.24,1223.8,1225.37,-14.46,1231.44,1244.23,1225.02,1239.83,12.79,-0.43,4940.52,-4.4,19.21,1
2016-04-14,1242.29,1244.28,1223.99,1227.85,2.48,1242.7,1244.24,1223.8,1225.37,1.54,-14.46,4936.11,-18.87,20.44,1
2018-12-06,1237.47,1244.33,1234.7,1238.42,10.57,1242.29,1244.28,1223.99,1227.85,1.99,2.48,4938.41,-16.43,20.29,0
2017-02-09,1241.02,1244.51,1228.34,1230.91,-7.51,1237.47,1244.33,1234.7,1238.42,6.86,10.57,4954.92,-5.91,9.63,1
2016-06-03,1211.18,1244.62,1207.27,1244.37,13.46,1241.02,1244.51,1228.34,1230.91,3.49,-7.51,4944.78,-13.6,16.17,0
2017-07-18,1234.2,1244.62,1232.92,1242.4,-1.97,1211.18,1244.62,1207.27,1244.37,33.44,13.46,4907.44,-0.25,37.35,0
2017-02-08,1233.75,1244.74,1230.29,1241.51,-0.89,1234.2,1244.62,1232.92,1242.4,10.42,-1.97,4954.14,-2.22,11.7,0
2018-07-17,1240.73,1245,1226.25,1228.16,-13.35,1233.75,1244.74,1230.29,1241.51,10.99,-0.89,4950.29,-3.23,14.45,1
2016-04-26,1238.38,1245.03,1231.74,1243.64,15.48,1240.73,1245,1226.25,1228.16,4.27,-13.35,4940.14,-16.84,18.75,0
2018-07-16,1240.93,1245.63,1238.4,1240.71,-2.93,1238.38,1245.03,1231.74,1243.64,6.65,15.48,4958.79,-1.39,13.29,1
2017-12-12,1241.94,1246.3,1236.57,1244.56,3.85,1240.93,1245.63,1238.4,1240.71,4.7,-2.93,4965.67,-4.92,7.23,0
2016-02-12,1240.66,1246.31,1232.78,1238.61,-5.95,1241.94,1246.3,1236.57,1244.56,4.36,3.85,4969.37,-1.74,9.73,1
2016-06-07,1245.4,1246.78,1234.92,1243.83,5.22,1240.66,1246.31,1232.78,1238.61,5.65,-5.95,4958.36,-7.7,13.53,0
2018-12-13,1246.37,1246.8,1240.27,1242.66,-1.17,1245.4,1246.78,1234.92,1243.83,1.38,5.22,4970.93,-2.95,11.86,1
2018-12-12,1243.17,1247.32,1242.15,1245.64,2.98,1246.37,1246.8,1240.27,1242.66,0.43,-1.17,4976.1,-4.14,6.53,0
2017-07-20,1241.35,1247.63,1235.38,1244,-1.64,1243.17,1247.32,1242.15,1245.64,4.15,2.98,4978.28,-1.68,5.17,1
2017-03-21,1234.55,1247.66,1227,1244.59,0.59,1241.35,1247.63,1235.38,1244,6.28,-1.64,4968.36,-3.63,12.25,1
2017-06-21,1243.03,1247.84,1241.43,1247.68,3.09,1234.55,1247.66,1227,1244.59,13.11,0.59,4953.8,-3.07,20.66,0
2018-07-13,1247.3,1248.08,1236.82,1241.67,-6.01,1243.03,1247.84,1241.43,1247.68,4.81,3.09,4979.98,-0.16,6.41,1
2018-12-17,1239.22,1248.09,1235.9,1246.7,5.03,1247.3,1248.08,1236.82,1241.67,0.78,-6.01,4973.87,-6.41,11.26,0
2017-06-20,1244.12,1248.11,1241.43,1243.68,-3.02,1239.22,1248.09,1235.9,1246.7,8.87,5.03,4969.91,-1.39,12.19,0
2017-06-30,1245.44,1248.28,1239.99,1241.38,-2.3,1244.12,1248.11,1241.43,1243.68,3.99,-3.02,4977.34,-4.43,6.68,1
2018-07-12,1242.3,1248.6,1241.42,1247.21,5.83,1245.44,1248.28,1239.99,1241.38,2.84,-2.3,4975.09,-6.9,8.29,0
2016-03-01,1240.49,1248.77,1227.48,1232.66,-14.55,1242.3,1248.6,1241.42,1247.21,6.3,5.83,4979.53,-1.39,7.18,1
2016-06-06,1243.15,1248.94,1240.36,1244.87,12.21,1240.49,1248.77,1227.48,1232.66,8.28,-14.55,4949.4,-16.11,21.29,0
2018-12-11,1244.62,1249.58,1241.13,1243.66,-1.21,1243.15,1248.94,1240.36,1244.87,5.79,12.21,4977.32,-4.07,8.58,0
2016-03-23,1247.86,1249.64,1215.64,1222.44,-21.22,1244.62,1249.58,1241.13,1243.66,4.96,-1.21,4978.99,-5.92,8.45,1
2017-03-02,1249.55,1250.05,1231.24,1234.46,12.02,1247.86,1249.64,1215.64,1222.44,1.78,-21.22,4935.58,-27.2,34,1
2018-12-07,1238.05,1250.09,1237.11,1248.53,14.07,1249.55,1250.05,1231.24,1234.46,0.5,12.02,4965.3,-15.59,18.81,0
2018-12-18,1246.07,1250.3,1245.14,1248.35,-0.18,1238.05,1250.09,1237.11,1248.53,12.04,14.07,4973.78,-1.56,12.98,1
2017-03-01,1248.18,1250.6,1237.01,1248.87,0.52,1246.07,1250.3,1245.14,1248.35,4.23,-0.18,4989.86,-1.95,5.16,0
2017-03-31,1242.59,1250.67,1240.04,1247.31,-1.56,1248.18,1250.6,1237.01,1248.87,2.42,0.52,4984.66,-1.73,13.59,0
2018-12-10,1249.96,1250.91,1241.51,1244.45,-2.86,1242.59,1250.67,1240.04,1247.31,8.08,-1.56,4980.61,-3.36,10.63,1
2017-02-23,1237.78,1251.18,1235.88,1249.63,5.18,1249.96,1250.91,1241.51,1244.45,0.95,-2.86,4986.83,-6.46,9.4,0
2017-03-22,1245.83,1251.36,1244.08,1248.43,-1.2,1237.78,1251.18,1235.88,1249.63,13.4,5.18,4974.47,-1.55,15.3,0
2017-12-11,1248.52,1251.6,1240.88,1242.1,-6.33,1245.83,1251.36,1244.08,1248.43,5.53,-1.2,4989.7,-2.93,7.28,1
2017-03-24,1244.81,1251.98,1241.09,1243.73,1.63,1248.52,1251.6,1240.88,1242.1,3.08,-6.33,4983.1,-9.5,10.72,0
2016-05-24,1249.21,1252.34,1226.45,1227.09,-16.64,1244.81,1251.98,1241.09,1243.73,7.17,1.63,4981.61,-8.25,10.89,1
2017-12-08,1247.63,1252.43,1244.2,1248.02,20.93,1249.21,1252.34,1226.45,1227.09,3.13,-16.64,4955.09,-25.25,25.89,0
2016-04-27,1243.94,1252.77,1240.43,1245.78,-2.24,1247.63,1252.43,1244.2,1248.02,4.8,20.93,4992.28,-4.41,8.23,0
2016-04-22,1247.2,1252.79,1227.71,1233.84,-11.94,1243.94,1252.77,1240.43,1245.78,8.83,-2.24,4982.92,-6.99,12.34,1
2017-06-27,1244.55,1253.09,1241.47,1247.63,13.79,1247.2,1252.79,1227.71,1233.84,5.59,-11.94,4961.54,-18.95,25.08,0
2017-06-29,1249.05,1253.26,1239.94,1244.72,-2.91,1244.55,1253.09,1241.47,1247.63,8.54,13.79,4986.74,-5.46,11.62,0
2017-03-23,1247.24,1253.31,1242.59,1244.46,-0.26,1249.05,1253.26,1239.94,1244.72,4.21,-2.91,4986.97,-8.54,13.32,0
2016-02-24,1230.11,1253.41,1222.2,1228.87,-15.59,1247.24,1253.31,1242.59,1244.46,6.07,-0.26,4987.6,-8.85,10.72,1
2017-04-03,1250.51,1253.77,1244.58,1253.55,24.68,1230.11,1253.41,1222.2,1228.87,23.3,-15.59,4934.59,-24.54,31.21,0
2017-03-30,1253.75,1253.91,1242.34,1242.34,-11.21,1250.51,1253.77,1244.58,1253.55,3.26,24.68,5002.41,-0.22,9.19,1
2018-07-02,1251.96,1254.28,1239.76,1242.51,0.17,1253.75,1253.91,1242.34,1242.34,0.16,-11.21,4992.34,-11.57,11.57,1
2018-06-28,1251.91,1254.32,1246.02,1249.32,6.81,1251.96,1254.28,1239.76,1242.51,2.32,0.17,4988.51,-11.77,14.52,1
2017-03-29,1250.96,1254.74,1247.42,1253.7,4.38,1251.91,1254.32,1246.02,1249.32,2.41,6.81,5001.57,-5,8.3,0
2017-06-22,1245.92,1254.74,1245.92,1250.58,-3.12,1250.96,1254.74,1247.42,1253.7,3.78,4.38,5006.82,-1.04,7.32,0
2017-06-28,1247.03,1254.76,1246.46,1249.49,-1.09,1245.92,1254.74,1245.92,1250.58,8.82,-3.12,4997.16,-4.16,8.82,1
2018-06-29,1248.29,1255.67,1246.34,1252.55,3.06,1247.03,1254.76,1246.46,1249.49,7.73,-1.09,4997.74,-5.27,8.3,0
2017-06-19,1254.09,1255.69,1243.17,1244.36,-8.19,1248.29,1255.67,1246.34,1252.55,7.38,3.06,5002.85,-3.12,9.33,1
2017-07-21,1244.55,1255.83,1243.47,1254.29,9.93,1254.09,1255.69,1243.17,1244.36,1.6,-8.19,4997.31,-11.33,12.52,0
2016-03-21,1255.64,1255.93,1240.97,1243.69,-10.6,1244.55,1255.83,1243.47,1254.29,11.28,9.93,4998.14,-1.54,12.36,1
2016-05-23,1251.07,1256.24,1243.48,1249.01,5.32,1255.64,1255.93,1240.97,1243.69,0.29,-10.6,4996.23,-12.24,14.96,1
2017-05-19,1247.12,1256.51,1246.5,1255.14,6.13,1251.07,1256.24,1243.48,1249.01,5.17,5.32,4999.8,-7.23,12.76,0
2016-04-19,1232.69,1256.86,1227.99,1250.29,-4.85,1247.12,1256.51,1246.5,1255.14,9.39,6.13,5005.27,-1.37,10.01,1
2018-07-03,1241.88,1256.9,1238.03,1252.12,1.83,1232.69,1256.86,1227.99,1250.29,24.17,-4.85,4967.83,-6.57,28.87,0
2018-07-11,1256.2,1256.97,1241.61,1242.39,-9.73,1241.88,1256.9,1238.03,1252.12,15.02,1.83,4988.93,-4.78,18.87,1
2016-04-13,1255.47,1256.98,1240.15,1242.88,0.49,1256.2,1256.97,1241.61,1242.39,0.77,-9.73,4997.17,-14.58,15.36,1
2016-10-17,1251.46,1256.99,1250.18,1255.51,12.63,1255.47,1256.98,1240.15,1242.88,1.51,0.49,4995.48,-14.1,16.83,0
2017-05-03,1256.75,1257.04,1236.13,1237.56,-17.95,1251.46,1256.99,1250.18,1255.51,5.53,12.63,5014.14,-1.48,6.81,1
2017-04-10,1254.06,1257.07,1247.28,1254.14,16.58,1256.75,1257.04,1236.13,1237.56,0.29,-17.95,4987.48,-19.48,20.91,1
2017-12-13,1244.25,1257.07,1240.37,1255.49,1.35,1254.06,1257.07,1247.28,1254.14,3.01,16.58,5012.55,-2.93,9.79,0
2017-06-16,1254.29,1257.14,1251.93,1254.55,-0.94,1244.25,1257.07,1240.37,1255.49,12.82,1.35,4997.18,-1.58,16.7,1
2017-04-05,1256.26,1257.31,1243.94,1255.52,0.97,1254.29,1257.14,1251.93,1254.55,2.85,-0.94,5017.91,-2.59,5.21,0
2017-07-25,1255.15,1257.82,1249.21,1250.1,-5.42,1256.26,1257.31,1243.94,1255.52,1.05,0.97,5013.03,-1.79,13.37,1
2017-05-02,1256.63,1257.86,1252.13,1256.95,6.85,1255.15,1257.82,1249.21,1250.1,2.67,-5.42,5012.28,-7.72,8.61,0
2018-12-19,1249.85,1258.06,1241.7,1243.07,-13.88,1256.63,1257.86,1252.13,1256.95,1.23,6.85,5023.57,-0.91,5.73,1
2016-04-20,1250.8,1258.14,1242.75,1244.09,1.02,1249.85,1258.06,1241.7,1243.07,8.21,-13.88,4992.68,-14.99,16.36,1
2017-06-26,1257.36,1258.21,1236.7,1245.31,1.22,1250.8,1258.14,1242.75,1244.09,7.34,1.02,4995.78,-14.05,15.39,1
2017-02-28,1252.48,1258.28,1247.83,1248.89,3.58,1257.36,1258.21,1236.7,1245.31,0.85,1.22,4997.58,-12.9,21.51,1
2017-03-28,1253.64,1258.41,1247.76,1251.9,3.01,1252.48,1258.28,1247.83,1248.89,5.8,3.58,5007.48,-9.39,10.45,1
2016-10-12,1252.85,1258.57,1249.58,1255.01,3.11,1253.64,1258.41,1247.76,1251.9,4.77,3.01,5011.71,-6.51,10.65,1
2017-07-24,1255.69,1258.82,1252.04,1255.08,0.07,1252.85,1258.57,1249.58,1255.01,5.72,3.11,5016.01,-3.56,8.99,0
2018-07-06,1257.62,1258.82,1252.97,1254.99,-0.09,1255.69,1258.82,1252.04,1255.08,3.13,0.07,5021.63,-3.74,6.78,1
2017-06-23,1250.49,1258.86,1249.93,1255.86,0.87,1257.62,1258.82,1252.97,1254.99,1.2,-0.09,5024.4,-3.83,5.85,1
2016-04-11,1240.25,1258.97,1240.25,1258.1,2.24,1250.49,1258.86,1249.93,1255.86,8.37,0.87,5015.14,-3,8.93,0
2017-04-06,1255.92,1259.01,1249.89,1251.49,-6.61,1240.25,1258.97,1240.25,1258.1,18.72,2.24,4997.57,-0.87,18.72,1
2016-10-14,1258.26,1259.08,1246.54,1251.72,0.23,1255.92,1259.01,1249.89,1251.49,3.09,-6.61,5016.31,-7.52,9.12,1
2017-12-14,1255.36,1259.15,1250.61,1252.88,1.16,1258.26,1259.08,1246.54,1251.72,0.82,0.23,5015.6,-7.36,12.54,1
2017-05-25,1258.83,1259.72,1254.03,1254.99,2.11,1255.36,1259.15,1250.61,1252.88,3.79,1.16,5018,-6.27,8.54,1
2018-07-05,1256.73,1259.79,1251.38,1257.41,2.42,1258.83,1259.72,1254.03,1254.99,0.89,2.11,5027.57,-4.73,5.69,1
2017-05-24,1251.4,1259.86,1248.02,1259.86,2.45,1256.73,1259.79,1251.38,1257.41,3.06,2.42,5025.31,-2.38,8.41,0
2017-08-07,1259.1,1259.99,1255.87,1257.18,-2.68,1251.4,1259.86,1248.02,1259.86,8.46,2.45,5019.14,0,11.84,0
2018-06-27,1258.99,1260.07,1250.98,1252.93,-4.25,1259.1,1259.99,1255.87,1257.18,0.89,-2.68,5032.14,-2.81,4.12,0
2016-03-22,1244.06,1260.18,1242.7,1248.76,-4.17,1258.99,1260.07,1250.98,1252.93,1.08,-4.25,5022.97,-7.14,9.09,1
2017-02-24,1249.45,1260.19,1247.85,1256.68,7.92,1244.06,1260.18,1242.7,1248.76,16.12,-4.17,4995.7,-11.42,17.48,0
2016-05-20,1255.29,1260.23,1249.19,1252.7,-3.98,1249.45,1260.19,1247.85,1256.68,10.74,7.92,5014.17,-3.51,12.34,1
2018-07-10,1257.74,1260.38,1247.48,1256.27,3.57,1255.29,1260.23,1249.19,1252.7,4.94,-3.98,5017.41,-7.53,11.04,0
2017-03-27,1246.29,1261.1,1246.29,1254.47,-1.8,1257.74,1260.38,1247.48,1256.27,2.64,3.57,5021.87,-4.11,12.9,1
2018-07-04,1252.43,1261.14,1252.19,1256.98,2.51,1246.29,1261.1,1246.29,1254.47,14.81,-1.8,5008.15,-6.63,14.81,0
2017-04-04,1253.63,1261.27,1253.63,1256.27,-0.71,1252.43,1261.14,1252.19,1256.98,8.71,2.51,5022.74,-4.16,8.95,0
2016-03-14,1251.21,1261.29,1229.61,1233.94,-22.33,1253.63,1261.27,1253.63,1256.27,7.64,-0.71,5024.8,-5,7.64,1
2016-05-19,1258.62,1261.47,1244.42,1255.41,21.47,1251.21,1261.29,1229.61,1233.94,10.08,-22.33,4976.05,-27.35,31.68,1
2017-12-15,1252.97,1261.9,1252.86,1255.77,0.36,1258.62,1261.47,1244.42,1255.41,2.85,21.47,5019.92,-6.06,17.05,1
2017-05-17,1237.13,1261.91,1236.63,1261.91,6.14,1252.97,1261.9,1252.86,1255.77,8.93,0.36,5023.5,-6.13,9.04,0
2016-10-11,1259.61,1261.94,1252.67,1252.7,-9.21,1237.13,1261.91,1236.63,1261.91,24.78,6.14,4997.58,0,25.28,1
2016-10-13,1256.16,1262.03,1253.05,1257.85,5.15,1259.61,1261.94,1252.67,1252.7,2.33,-9.21,5026.92,-9.24,9.27,1
2017-05-22,1257.53,1262.64,1251.87,1260.65,2.8,1256.16,1262.03,1253.05,1257.85,5.87,5.15,5029.09,-4.18,8.98,0
2016-04-12,1258.36,1262.74,1251.64,1255.49,-5.16,1257.53,1262.64,1251.87,1260.65,5.11,2.8,5032.69,-1.99,10.77,0
2018-12-21,1260.55,1262.78,1254.02,1255.46,-0.03,1258.36,1262.74,1251.64,1255.49,4.38,-5.16,5028.23,-7.25,11.1,0
2016-02-11,1205.3,1263.13,1204.99,1247.25,-8.21,1260.55,1262.78,1254.02,1255.46,2.23,-0.03,5032.81,-7.32,8.76,1
2017-07-26,1250.65,1263.49,1243.9,1261.31,14.06,1205.3,1263.13,1204.99,1247.25,57.83,-8.21,4920.67,-15.88,58.14,0
2017-05-23,1260.65,1263.87,1250.81,1251.44,-9.87,1250.65,1263.49,1243.9,1261.31,12.84,14.06,5019.35,-2.18,19.59,1
2017-02-27,1258.45,1263.94,1251.06,1253.04,1.6,1260.65,1263.87,1250.81,1251.44,3.22,-9.87,5026.77,-12.43,13.06,1
2017-12-18,1254.99,1264.01,1252.84,1262.3,9.26,1258.45,1263.94,1251.06,1253.04,5.49,1.6,5026.49,-10.9,12.88,0
2016-03-16,1232.9,1264.16,1226.95,1260.7,-1.6,1254.99,1264.01,1252.84,1262.3,9.02,9.26,5034.14,-1.71,11.17,1
2016-10-18,1254.95,1264.54,1254.94,1262.49,1.79,1232.9,1264.16,1226.95,1260.7,31.26,-1.6,4984.71,-3.46,37.21,0
2017-12-07,1263.2,1264.55,1244.03,1247.2,-15.29,1254.95,1264.54,1254.94,1262.49,9.59,1.79,5036.92,-2.05,9.6,1
2016-06-08,1244.46,1264.67,1243.31,1262.7,15.5,1263.2,1264.55,1244.03,1247.2,1.35,-15.29,5018.98,-17.35,20.52,0
2016-10-10,1256.61,1264.74,1256.49,1259.31,-3.39,1244.46,1264.67,1243.31,1262.7,20.21,15.5,5015.14,-1.97,21.36,0
2016-10-07,1255.08,1264.84,1241.28,1254.97,-4.34,1256.61,1264.74,1256.49,1259.31,8.13,-3.39,5037.15,-5.43,8.25,0
2017-05-18,1261.06,1265.06,1246.17,1246.88,-8.09,1255.08,1264.84,1241.28,1254.97,9.76,-4.34,5016.17,-9.87,23.56,1
2017-07-27,1260.83,1265.18,1254.7,1258.65,11.77,1261.06,1265.06,1246.17,1246.88,4,-8.09,5019.17,-18.18,18.89,0
2016-03-09,1261.83,1265.19,1243.26,1253.93,-4.72,1260.83,1265.18,1254.7,1258.65,4.35,11.77,5039.36,-6.53,10.48,1
2017-08-08,1257.47,1265.28,1251.67,1260.28,6.35,1261.83,1265.19,1243.26,1253.93,3.36,-4.72,5024.21,-11.26,21.93,1
2017-12-19,1262.35,1265.31,1259.34,1261.75,1.47,1257.47,1265.28,1251.67,1260.28,7.81,6.35,5034.7,-5,13.61,0
2016-11-11,1259.52,1265.48,1219.1,1227.54,-34.21,1262.35,1265.31,1259.34,1261.75,2.96,1.47,5048.75,-3.56,5.97,1
2018-07-09,1255.15,1265.92,1254.99,1258.23,30.69,1259.52,1265.48,1219.1,1227.54,5.96,-34.21,4971.64,-37.94,46.38,1
2018-12-20,1243.46,1266.5,1242.7,1260.68,2.45,1255.15,1265.92,1254.99,1258.23,10.77,30.69,5034.29,-7.69,10.93,0
2017-06-15,1260.93,1266.59,1251.52,1254.89,-5.79,1243.46,1266.5,1242.7,1260.68,23.04,2.45,5013.34,-5.82,23.8,1
2016-03-18,1259.28,1267.09,1248.16,1255.67,0.78,1260.93,1266.59,1251.52,1254.89,5.66,-5.79,5033.93,-11.7,15.07,1
2018-06-26,1265.76,1267.75,1254.89,1259.75,4.08,1259.28,1267.09,1248.16,1255.67,7.81,0.78,5030.2,-11.42,18.93,1
2016-10-21,1265.8,1267.76,1261.03,1266.81,7.06,1265.76,1267.75,1254.89,1259.75,1.99,4.08,5048.15,-8,12.86,0
2017-12-20,1261.67,1267.93,1261.47,1265.54,-1.27,1265.8,1267.76,1261.03,1266.81,1.96,7.06,5061.4,-0.95,6.73,0
2016-03-03,1239.49,1268.55,1237.72,1264.87,-0.67,1261.67,1267.93,1261.47,1265.54,6.26,-1.27,5056.61,-2.39,6.46,1
2017-04-28,1264.26,1268.65,1263.23,1268.16,3.29,1239.49,1268.55,1237.72,1264.87,29.06,-0.67,5010.63,-3.68,30.83,0
2017-06-13,1265.6,1268.96,1259.44,1266.31,-1.85,1264.26,1268.65,1263.23,1268.16,4.39,3.29,5064.3,-0.49,5.42,1
2017-12-21,1265.57,1269.02,1263.15,1266.62,0.31,1265.6,1268.96,1259.44,1266.31,3.36,-1.85,5060.31,-2.65,9.52,1
2017-05-29,1267.63,1269.2,1265.18,1266.88,0.26,1265.57,1269.02,1263.15,1266.62,3.45,0.31,5064.36,-2.4,5.87,0
2016-10-06,1267.33,1269.22,1249.81,1254.11,-12.77,1267.63,1269.2,1265.18,1266.88,1.57,0.26,5068.89,-2.32,4.02,1
2017-12-06,1265.91,1269.33,1262.65,1263.31,9.2,1267.33,1269.22,1249.81,1254.11,1.89,-12.77,5040.47,-15.11,19.41,1
2017-05-26,1255.81,1269.55,1253.33,1267.36,4.05,1265.91,1269.33,1262.65,1263.31,3.42,9.2,5061.2,-6.02,6.68,0
2016-05-10,1264.41,1269.68,1257.42,1265.96,-1.4,1255.81,1269.55,1253.33,1267.36,13.74,4.05,5046.05,-2.19,16.22,0
2017-04-27,1268.9,1269.68,1261.43,1264.65,-1.31,1264.41,1269.68,1257.42,1265.96,5.27,-1.4,5057.47,-3.72,12.26,1
2016-04-28,1245.83,1269.8,1238.46,1266.25,1.6,1268.9,1269.68,1261.43,1264.65,0.78,-1.31,5064.66,-5.03,8.25,1
2018-12-24,1257.54,1270.15,1257.54,1269.2,2.95,1245.83,1269.8,1238.46,1266.25,23.97,1.6,5020.34,-3.55,31.34,0
2018-06-21,1267.61,1270.17,1261.49,1266.47,-2.73,1257.54,1270.15,1257.54,1269.2,12.61,2.95,5054.43,-0.95,12.61,0
2017-08-04,1268.83,1270.21,1254.4,1258.82,-7.65,1267.61,1270.17,1261.49,1266.47,2.56,-2.73,5065.74,-3.7,8.68,0
2016-04-21,1243.02,1270.35,1243.02,1248.33,-10.49,1268.83,1270.21,1254.4,1258.82,1.38,-7.65,5052.26,-11.39,15.81,1
2017-06-12,1267.48,1270.35,1263.78,1266.19,17.86,1243.02,1270.35,1243.02,1248.33,27.33,-10.49,5004.72,-22.02,27.33,0
2017-06-01,1269.12,1270.43,1261.65,1265.11,-1.08,1267.48,1270.35,1263.78,1266.19,2.87,17.86,5067.8,-4.16,6.57,0
2017-05-30,1267.31,1270.52,1259.6,1262.35,-2.76,1269.12,1270.43,1261.65,1265.11,1.31,-1.08,5066.31,-5.32,8.78,1
2017-04-26,1264.25,1270.59,1260.16,1268.23,5.88,1267.31,1270.52,1259.6,1262.35,3.21,-2.76,5059.78,-8.17,10.92,0
2017-04-07,1252.06,1270.87,1250.69,1254.75,-13.48,1264.25,1270.59,1260.16,1268.23,6.34,5.88,5063.23,-2.36,10.43,1
2017-08-03,1266.7,1270.87,1257.24,1267.92,13.17,1252.06,1270.87,1250.69,1254.75,18.81,-13.48,5028.37,-16.12,20.18,0
2016-06-22,1268.65,1270.88,1261.56,1266.37,-1.55,1266.7,1270.87,1257.24,1267.92,4.17,13.17,5062.73,-2.95,13.63,1
2017-07-28,1259.13,1270.91,1257.45,1269.18,2.81,1268.65,1270.88,1261.56,1266.37,2.23,-1.55,5067.46,-4.51,9.32,1
2018-06-22,1266.99,1271.05,1266.82,1270.23,1.05,1259.13,1270.91,1257.45,1269.18,11.78,2.81,5056.67,-1.73,13.46,0
2017-07-31,1270.35,1271.15,1265.84,1269.4,-0.83,1266.99,1271.05,1266.82,1270.23,4.06,1.05,5075.09,-0.82,4.23,0
2016-03-17,1260.25,1271.2,1254.72,1257.17,-12.23,1270.35,1271.15,1265.84,1269.4,0.8,-0.83,5076.74,-1.75,5.31,0
2017-05-01,1268.39,1271.2,1254.33,1256.15,-1.02,1260.25,1271.2,1254.72,1257.17,10.95,-12.23,5043.34,-14.03,16.48,0
2016-06-23,1263.36,1271.32,1254.93,1255.92,-0.23,1268.39,1271.2,1254.33,1256.15,2.81,-1.02,5050.07,-15.05,16.87,1
2016-10-24,1265.64,1271.65,1260.27,1264.23,8.31,1263.36,1271.32,1254.93,1255.92,7.96,-0.23,5045.53,-15.4,16.39,1
2016-06-09,1262.25,1271.89,1257.11,1269.36,5.13,1265.64,1271.65,1260.27,1264.23,6.01,8.31,5061.79,-7.42,11.38,0
