Date,Open,High,Low,Close,Change,Volume,P_Open,P_High,P_Low,P_Close,P_Volume,P_Change,P_4_Price,P_Close-High,P_High-Low,Action
22.07.2020,1843.088,1874.158,1842.548,1869.935,-0.09,1380,1868.875,1874.848,1863.105,1870.025,1379,0.594,7476.853,-4.823,11.743,1
14.02.2022,1859.428,1874.018,1850.698,1870.948,1.013,1380,1843.088,1874.158,1842.548,1869.935,1380,-0.09,7429.729,-4.223,31.61,0
03.06.2022,1869.738,1873.963,1847.273,1850.338,-20.61,1260,1859.428,1874.018,1850.698,1870.948,1380,1.013,7455.092,-3.07,23.32,1
14.06.2021,1873.584,1873.778,1844.478,1866.758,16.42,1380,1869.738,1873.963,1847.273,1850.338,1260,-20.61,7441.312,-23.625,26.69,0
19.11.2020,1871.235,1872.778,1852.568,1862.995,-3.763,1379,1873.584,1873.778,1844.478,1866.758,1380,16.42,7458.598,-7.02,29.3,1
16.02.2022,1852.848,1872.498,1850.188,1869.788,6.793,1380,1871.235,1872.778,1852.568,1862.995,1379,-3.763,7459.576,-9.783,20.21,1
20.01.2021,1840.845,1872.148,1832.272,1869.815,0.027,1380,1852.848,1872.498,1850.188,1869.788,1380,6.793,7445.322,-2.71,22.31,1
22.11.2020,1869.943,1872.048,1868.528,1871.998,2.183,60,1840.845,1872.148,1832.272,1869.815,1380,0.027,7415.08,-2.333,39.876,0
10.02.2023,1862.305,1872.035,1852.588,1864.698,-7.3,1320,1869.943,1872.048,1868.528,1871.998,60,2.183,7482.517,-0.05,3.52,0
01.02.2021,1855.897,1871.636,1848.892,1857.585,-7.113,1380,1862.305,1872.035,1852.588,1864.698,1320,-7.3,7451.626,-7.337,19.447,1
18.11.2021,1866.374,1870.814,1854.948,1859.448,1.863,1380,1855.897,1871.636,1848.892,1857.585,1380,-7.113,7434.01,-14.051,22.744,1
02.06.2022,1845.864,1870.508,1843.908,1869.718,10.27,1380,1866.374,1870.814,1854.948,1859.448,1380,1.863,7451.584,-11.366,15.866,0
15.11.2021,1865.448,1870.468,1856.318,1862.258,-7.46,1380,1845.864,1870.508,1843.908,1869.718,1380,10.27,7429.998,-0.79,26.6,0
14.02.2023,1854.355,1870.467,1843.165,1854.825,-7.433,1379,1865.448,1870.468,1856.318,1862.258,1380,-7.46,7454.492,-8.21,14.15,0
09.12.2020,1869.995,1870.428,1825.363,1834.258,-20.567,1380,1854.355,1870.467,1843.165,1854.825,1379,-7.433,7422.812,-15.642,27.302,1
10.03.2023,1831.428,1870.065,1827.675,1867.448,33.19,1320,1869.995,1870.428,1825.363,1834.258,1380,-20.567,7400.044,-36.17,45.065,0
22.01.2021,1869.451,1869.831,1837.195,1855.198,-12.25,1320,1831.428,1870.065,1827.675,1867.448,1320,33.19,7396.616,-2.617,42.39,1
08.01.2023,1867.537,1869.808,1864.477,1869.585,14.387,60,1869.451,1869.831,1837.195,1855.198,1320,-12.25,7431.675,-14.633,32.636,0
05.02.2023,1864.508,1869.775,1859.647,1865.425,-4.16,60,1867.537,1869.808,1864.477,1869.585,60,14.387,7471.407,-0.223,5.331,1
06.01.2023,1832.715,1869.765,1831.198,1865.598,0.173,1320,1864.508,1869.775,1859.647,1865.425,60,-4.16,7459.355,-4.35,10.128,1
24.05.2022,1853.768,1869.573,1849.208,1867.345,1.747,1380,1832.715,1869.765,1831.198,1865.598,1320,0.173,7399.276,-4.167,38.567,0
14.11.2021,1869.364,1869.364,1865.154,1865.438,-1.907,60,1853.768,1869.573,1849.208,1867.345,1380,1.747,7439.894,-2.228,20.365,0
15.06.2021,1866.738,1869.068,1851.478,1857.785,-7.653,1380,1869.364,1869.364,1865.154,1865.438,60,-1.907,7469.32,-3.926,4.21,1
17.05.2021,1847.005,1868.955,1843.458,1868.875,11.09,1380,1866.738,1869.068,1851.478,1857.785,1380,-7.653,7445.069,-11.283,17.59,0
12.11.2021,1862.208,1868.568,1845.088,1864.448,-4.427,1320,1847.005,1868.955,1843.458,1868.875,1380,11.09,7428.293,-0.08,25.497,0
10.11.2021,1829.813,1868.458,1822.168,1848.444,-16.004,1380,1862.208,1868.568,1845.088,1864.448,1320,-4.427,7440.312,-4.12,23.48,1
07.12.2020,1835.344,1868.448,1821.808,1863.895,15.451,1380,1829.813,1868.458,1822.168,1848.444,1380,-16.004,7368.883,-20.014,46.29,1
17.11.2021,1850.208,1867.958,1849.434,1866.378,2.483,1380,1835.344,1868.448,1821.808,1863.895,1380,15.451,7389.495,-4.553,46.64,0
25.05.2022,1867.345,1867.878,1842.138,1853.908,-12.47,1380,1850.208,1867.958,1849.434,1866.378,1380,2.483,7433.978,-1.58,18.524,1
25.01.2021,1856.812,1867.735,1847.025,1855.395,1.487,1380,1867.345,1867.878,1842.138,1853.908,1380,-12.47,7431.269,-13.97,25.74,1
31.01.2021,1863.422,1866.837,1851.357,1855.897,0.502,60,1856.812,1867.735,1847.025,1855.395,1380,1.487,7426.967,-12.34,20.71,0
13.02.2023,1862.565,1866.395,1850.325,1854.355,-1.542,1380,1863.422,1866.837,1851.357,1855.897,60,0.502,7437.513,-10.94,15.48,1
27.09.2020,1859.448,1865.898,1859.448,1862.448,8.093,120,1862.565,1866.395,1850.325,1854.355,1380,-1.542,7433.64,-12.04,16.07,0
11.11.2021,1848.444,1865.898,1842.748,1862.198,-0.25,1380,1859.448,1865.898,1859.448,1862.448,120,8.093,7447.242,-3.45,6.45,0
19.11.2021,1859.464,1865.668,1842.869,1845.175,-17.023,1320,1848.444,1865.898,1842.748,1862.198,1380,-0.25,7419.288,-3.7,23.15,1
16.12.2020,1852.285,1865.658,1844.663,1864.395,19.22,1380,1859.464,1865.668,1842.869,1845.175,1320,-17.023,7413.176,-20.493,22.799,0
11.02.2022,1826.708,1865.378,1820.838,1857.898,-6.497,1320,1852.285,1865.658,1844.663,1864.395,1380,19.22,7427.001,-1.263,20.995,0
23.05.2022,1846.218,1865.334,1845.648,1853.758,-4.14,1380,1826.708,1865.378,1820.838,1857.898,1320,-6.497,7370.822,-7.48,44.54,0
10.05.2022,1854.565,1865.278,1833.218,1833.463,-20.295,1380,1846.218,1865.334,1845.648,1853.758,1380,-4.14,7410.958,-11.576,19.686,1
12.02.2023,1863.917,1865.178,1862.538,1862.598,29.135,60,1854.565,1865.278,1833.218,1833.463,1380,-20.295,7386.524,-31.815,32.06,0
04.01.2023,1836.348,1865.035,1836.048,1854.648,-7.95,1380,1863.917,1865.178,1862.538,1862.598,60,29.135,7454.231,-2.58,2.64,0
02.02.2021,1857.605,1863.975,1829.317,1836.325,-18.323,1380,1836.348,1865.035,1836.048,1854.648,1380,-7.95,7392.079,-10.387,28.987,1
28.01.2021,1839.817,1863.915,1833.925,1843.775,7.45,1380,1857.605,1863.975,1829.317,1836.325,1380,-18.323,7387.222,-27.65,34.658,1
30.05.2022,1849.748,1863.883,1848.598,1852.358,8.583,1229,1839.817,1863.915,1833.925,1843.775,1380,7.45,7381.432,-20.14,29.99,1
12.01.2021,1847.135,1863.738,1836.558,1858.745,6.387,1380,1849.748,1863.883,1848.598,1852.358,1229,8.583,7414.587,-11.525,15.285,0
16.06.2021,1857.848,1862.928,1803.268,1818.688,-40.057,1380,1847.135,1863.738,1836.558,1858.745,1380,6.387,7406.176,-4.993,27.18,1
13.01.2021,1858.715,1862.892,1841.808,1848.265,29.577,1380,1857.848,1862.928,1803.268,1818.688,1380,-40.057,7342.732,-44.24,59.66,1
13.02.2022,1859.233,1862.028,1855.308,1859.404,11.139,60,1858.715,1862.892,1841.808,1848.265,1380,29.577,7411.68,-14.627,21.084,0
27.05.2022,1852.648,1861.838,1847.828,1852.838,-6.566,1259,1859.233,1862.028,1855.308,1859.404,60,11.139,7435.973,-2.624,6.72,0
26.01.2021,1855.375,1861.635,1848.278,1851.245,-1.593,1380,1852.648,1861.838,1847.828,1852.838,1259,-6.566,7415.152,-9,14.01,0
15.02.2023,1854.815,1859.998,1830.475,1836.335,-14.91,1380,1855.375,1861.635,1848.278,1851.245,1380,-1.593,7416.533,-10.39,13.357,1
08.06.2022,1853.548,1859.573,1844.478,1852.643,16.308,1380,1854.815,1859.998,1830.475,1836.335,1380,-14.91,7381.623,-23.663,29.523,1
24.01.2021,1854.187,1859.255,1853.777,1856.742,4.099,60,1853.548,1859.573,1844.478,1852.643,1380,16.308,7410.242,-6.93,15.095,0
05.01.2023,1854.615,1858.875,1824.995,1832.725,-24.017,1380,1854.187,1859.255,1853.777,1856.742,60,4.099,7423.961,-2.513,5.478,0
12.05.2022,1854.058,1858.708,1810.734,1821.248,-11.477,1380,1854.615,1858.875,1824.995,1832.725,1380,-24.017,7371.21,-26.15,33.88,1
06.03.2023,1852.255,1858.168,1845.015,1846.255,25.007,1380,1854.058,1858.708,1810.734,1821.248,1380,-11.477,7344.748,-37.46,47.974,1
11.05.2022,1833.463,1858.018,1831.838,1853.963,7.708,1380,1852.255,1858.168,1845.015,1846.255,1380,25.007,7401.693,-11.913,13.153,0
22.05.2022,1844.686,1857.858,1843.353,1846.218,-7.745,120,1833.463,1858.018,1831.838,1853.963,1380,7.708,7377.282,-4.055,26.18,0
06.06.2022,1851.468,1857.748,1837.798,1839.288,-6.93,1380,1844.686,1857.858,1843.353,1846.218,120,-7.745,7392.115,-11.64,14.505,1
16.06.2022,1833.708,1857.418,1814.718,1850.634,11.346,1380,1851.468,1857.748,1837.798,1839.288,1380,-6.93,7386.302,-18.46,19.95,0
14.01.2021,1848.255,1857.392,1828.518,1846.758,-3.876,1379,1833.708,1857.418,1814.718,1850.634,1380,11.346,7356.478,-6.784,42.7,0
31.05.2022,1852.328,1857.018,1834.858,1836.328,-10.43,1380,1848.255,1857.392,1828.518,1846.758,1379,-3.876,7380.923,-10.634,28.874,0
15.01.2021,1846.808,1856.848,1823.235,1827.478,-8.85,1320,1852.328,1857.018,1834.858,1836.328,1380,-10.43,7380.532,-20.69,22.16,1
03.03.2023,1837.755,1856.768,1837.675,1855.798,28.32,1319,1846.808,1856.848,1823.235,1827.478,1320,-8.85,7354.369,-29.37,33.613,0
10.01.2021,1849.163,1856.568,1841.365,1844.665,-11.133,60,1837.755,1856.768,1837.675,1855.798,1319,28.32,7387.996,-0.97,19.093,1
07.06.2022,1839.268,1855.458,1836.923,1853.458,8.793,1380,1849.163,1856.568,1841.365,1844.665,60,-11.133,7391.761,-11.903,15.203,0
11.01.2021,1844.625,1855.346,1816.888,1847.175,-6.283,1380,1839.268,1855.458,1836.923,1853.458,1380,8.793,7385.107,-2,18.535,1
05.03.2023,1854.644,1855.314,1852.125,1852.255,5.08,60,1844.625,1855.346,1816.888,1847.175,1380,-6.283,7364.034,-8.171,38.458,0
09.06.2022,1852.673,1855.268,1839.91,1846.794,-5.461,1380,1854.644,1855.314,1852.125,1852.255,60,5.08,7414.338,-3.059,3.189,1
15.12.2020,1827.268,1855.242,1825.348,1852.255,5.461,1380,1852.673,1855.268,1839.91,1846.794,1380,-5.461,7394.645,-8.474,15.358,0
10.02.2021,1836.035,1855.232,1833.915,1841.925,-10.33,1380,1827.268,1855.242,1825.348,1852.255,1380,5.461,7360.113,-2.987,29.894,1
26.05.2022,1853.908,1854.218,1840.798,1852.628,10.703,1379,1836.035,1855.232,1833.915,1841.925,1380,-10.33,7367.107,-13.307,21.317,0
29.05.2022,1852.538,1853.788,1848.008,1849.753,-2.875,120,1853.908,1854.218,1840.798,1852.628,1379,10.703,7401.552,-1.59,13.42,0
25.01.2022,1843.538,1853.748,1834.838,1849.398,-0.355,1380,1852.538,1853.788,1848.008,1849.753,120,-2.875,7404.087,-4.035,5.78,1
05.06.2022,1850.618,1853.113,1849.538,1851.458,2.06,120,1843.538,1853.748,1834.838,1849.398,1380,-0.355,7381.522,-4.35,18.91,0
27.01.2021,1851.215,1853.096,1831.227,1839.817,-11.641,1380,1850.618,1853.113,1849.538,1851.458,120,2.06,7404.727,-1.655,3.575,0
17.06.2022,1850.638,1852.953,1833.714,1838.778,-1.039,1260,1851.215,1853.096,1831.227,1839.817,1380,-11.641,7375.355,-13.279,21.869,0
07.03.2023,1846.225,1851.555,1812.655,1813.865,-24.913,1380,1850.638,1852.953,1833.714,1838.778,1260,-1.039,7376.083,-14.175,19.239,1
10.12.2020,1834.158,1849.958,1828.528,1836.528,22.663,1380,1846.225,1851.555,1812.655,1813.865,1380,-24.913,7324.3,-37.69,38.9,1
01.06.2022,1836.318,1849.894,1828.358,1845.864,9.336,1380,1834.158,1849.958,1828.528,1836.528,1380,22.663,7349.172,-13.43,21.43,0
03.01.2023,1829.285,1849.865,1826.685,1836.348,-9.516,1380,1836.318,1849.894,1828.358,1845.864,1380,9.336,7360.434,-4.03,21.536,0
26.01.2022,1849.355,1849.448,1814.838,1821.828,-14.52,1380,1829.285,1849.865,1826.685,1836.348,1380,-9.516,7342.183,-13.517,23.18,1
20.05.2022,1841.973,1849.304,1832.178,1845.738,23.91,1260,1849.355,1849.448,1814.838,1821.828,1380,-14.52,7335.469,-27.62,34.61,0
19.05.2022,1815.948,1849.053,1810.798,1841.944,-3.794,1380,1841.973,1849.304,1832.178,1845.738,1260,23.91,7369.193,-3.566,17.126,0
22.11.2021,1844.888,1848.984,1802.144,1808.928,-33.016,1380,1815.948,1849.053,1810.798,1841.944,1380,-3.794,7317.743,-7.109,38.255,1
09.02.2021,1830.385,1848.47,1829.808,1836.035,27.107,1380,1844.888,1848.984,1802.144,1808.928,1380,-33.016,7304.944,-40.056,46.84,1
04.12.2020,1839.718,1848.088,1828.988,1838.208,2.173,1320,1830.385,1848.47,1829.808,1836.035,1380,27.107,7344.698,-12.435,18.662,1
16.05.2021,1844.528,1848.005,1840.498,1847.005,8.797,120,1839.718,1848.088,1828.988,1838.208,1320,2.173,7355.002,-9.88,19.1,0
20.01.2022,1838.424,1847.804,1835.808,1838.808,-8.197,1380,1844.528,1848.005,1840.498,1847.005,120,8.797,7380.036,-1,7.507,0
22.06.2022,1831.325,1847.778,1823.288,1836.428,-2.38,1380,1838.424,1847.804,1835.808,1838.808,1380,-8.197,7360.844,-8.996,11.996,1
11.12.2020,1836.568,1847.648,1823.843,1838.998,2.57,1320,1831.325,1847.778,1823.288,1836.428,1380,-2.38,7338.819,-11.35,24.49,1
21.07.2020,1817.868,1847.538,1815.668,1843.058,4.06,1380,1836.568,1847.648,1823.843,1838.998,1320,2.57,7347.057,-8.65,23.805,0
20.02.2023,1838.585,1847.405,1837.145,1841.675,-1.383,1229,1817.868,1847.538,1815.668,1843.058,1380,4.06,7324.132,-4.48,31.87,0
11.02.2021,1841.905,1847.402,1821.007,1826.665,-15.01,1380,1838.585,1847.405,1837.145,1841.675,1229,-1.383,7364.81,-5.73,10.26,1
21.11.2021,1846.534,1847.048,1838.648,1844.878,18.213,60,1841.905,1847.402,1821.007,1826.665,1380,-15.01,7336.979,-20.737,26.395,0
23.06.2022,1836.438,1846.238,1822.388,1824.448,-20.43,1380,1846.534,1847.048,1838.648,1844.878,60,18.213,7377.108,-2.17,8.4,1
20.06.2022,1838.318,1845.998,1834.998,1838.988,14.54,1229,1836.438,1846.238,1822.388,1824.448,1380,-20.43,7329.512,-21.79,23.85,0
22.02.2023,1835.425,1845.905,1823.425,1825.055,-13.933,1379,1838.318,1845.998,1834.998,1838.988,1229,14.54,7358.302,-7.01,11,1
14.05.2021,1825.108,1845.85,1819.566,1842.688,17.633,1260,1835.425,1845.905,1823.425,1825.055,1379,-13.933,7329.81,-20.85,22.48,0
19.01.2021,1837.175,1845.335,1832.843,1840.785,-1.903,1380,1825.108,1845.85,1819.566,1842.688,1260,17.633,7333.212,-3.162,26.284,0
10.05.2021,1836.175,1845.296,1830,1836.085,-4.7,1380,1837.175,1845.335,1832.843,1840.785,1380,-1.903,7356.138,-4.55,12.492,0
16.02.2023,1836.375,1845.158,1827.555,1834.255,-1.83,1380,1836.175,1845.296,1830,1836.085,1380,-4.7,7347.556,-9.211,15.296,0
03.02.2021,1836.405,1844.785,1829.368,1834.225,-0.03,1380,1836.375,1845.158,1827.555,1834.255,1380,-1.83,7343.343,-10.903,17.603,1
01.03.2023,1825.374,1844.408,1822.938,1836.475,2.25,1378,1836.405,1844.785,1829.368,1834.225,1380,-0.03,7344.783,-10.56,15.417,1
24.01.2022,1834.588,1844.208,1829.558,1843.538,7.063,1380,1825.374,1844.408,1822.938,1836.475,1378,2.25,7329.195,-7.933,21.47,0
03.12.2020,1830.458,1843.808,1823.648,1839.718,-3.82,1380,1834.588,1844.208,1829.558,1843.538,1380,7.063,7351.892,-0.67,14.65,0
21.02.2023,1841.655,1843.738,1830.095,1835.435,-4.283,1380,1830.458,1843.808,1823.648,1839.718,1380,-3.82,7337.632,-4.09,20.16,0
12.05.2021,1835.448,1843.598,1813.145,1817.518,-17.917,1380,1841.655,1843.738,1830.095,1835.435,1380,-4.283,7350.923,-8.303,13.643,1
21.06.2022,1838.936,1843.518,1828.424,1831.325,13.807,1380,1835.448,1843.598,1813.145,1817.518,1380,-17.917,7309.709,-26.08,30.453,1
17.02.2023,1834.255,1843.505,1818.805,1841.898,10.573,1320,1838.936,1843.518,1828.424,1831.325,1380,13.807,7342.203,-12.193,15.094,0
19.01.2022,1814.168,1843.318,1810.143,1838.414,-3.484,1380,1834.255,1843.505,1818.805,1841.898,1320,10.573,7338.463,-1.607,24.7,0
07.05.2021,1814.628,1843.175,1812.748,1830.618,-7.796,1260,1814.168,1843.318,1810.143,1838.414,1380,-3.484,7306.043,-4.904,33.175,1
21.01.2022,1838.848,1843.108,1828.384,1834.328,3.71,1320,1814.628,1843.175,1812.748,1830.618,1260,-7.796,7301.169,-12.557,30.427,0
10.02.2022,1832.518,1841.838,1821.534,1826.708,-7.62,1380,1838.848,1843.108,1828.384,1834.328,1320,3.71,7344.668,-8.78,14.724,1
15.06.2022,1810.813,1841.838,1808.528,1833.708,7,1380,1832.518,1841.838,1821.534,1826.708,1380,-7.62,7322.598,-15.13,20.304,1
19.02.2023,1840.407,1841.798,1838.325,1838.595,4.887,60,1810.813,1841.838,1808.528,1833.708,1380,7,7294.887,-8.13,33.31,0
11.05.2021,1836.015,1841.718,1817.875,1835.448,-3.147,1379,1840.407,1841.798,1838.325,1838.595,60,4.887,7359.125,-3.203,3.473,1
13.12.2020,1840.698,1841.288,1834.778,1837.898,2.45,60,1836.015,1841.718,1817.875,1835.448,1379,-3.147,7331.056,-6.27,23.843,0
27.06.2022,1830.918,1840.948,1820.678,1823.443,-14.455,1380,1840.698,1841.288,1834.778,1837.898,60,2.45,7354.662,-3.39,6.51,1
18.01.2021,1810.628,1840.675,1810.228,1837.185,13.742,1140,1830.918,1840.948,1820.678,1823.443,1380,-14.455,7315.987,-17.505,20.27,1
19.06.2022,1837.448,1840.228,1834.493,1838.318,1.133,120,1810.628,1840.675,1810.228,1837.185,1140,13.742,7298.716,-3.49,30.447,0
26.06.2022,1837.376,1839.363,1829.858,1830.928,-7.39,120,1837.448,1840.228,1834.493,1838.318,120,1.133,7350.487,-1.91,5.735,0
08.02.2021,1817.898,1838.988,1807.665,1830.378,-0.55,1380,1837.376,1839.363,1829.858,1830.928,120,-7.39,7337.525,-8.435,9.505,0
14.12.2020,1837.898,1838.918,1818.268,1827.268,-3.11,1379,1817.898,1838.988,1807.665,1830.378,1380,-0.55,7294.929,-8.61,31.323,1
02.03.2023,1836.455,1838.865,1829.854,1837.765,10.497,1380,1837.898,1838.918,1818.268,1827.268,1379,-3.11,7322.352,-11.65,20.65,0
06.12.2020,1838.528,1838.848,1832.948,1835.344,-2.421,60,1836.455,1838.865,1829.854,1837.765,1380,10.497,7342.939,-1.1,9.011,0
23.01.2022,1834.524,1836.948,1831.428,1834.598,-0.746,60,1838.528,1838.848,1832.948,1835.344,60,-2.421,7345.668,-3.504,5.9,1
09.05.2021,1833.43,1836.815,1831.818,1836.155,1.557,120,1834.524,1836.948,1831.428,1834.598,60,-0.746,7337.498,-2.35,5.52,0
24.11.2020,1835.605,1836.188,1799.988,1809.058,-27.097,1380,1833.43,1836.815,1831.818,1836.155,120,1.557,7338.218,-0.66,4.997,1
17.05.2022,1826.393,1835.998,1812.778,1814.428,5.37,1380,1835.605,1836.188,1799.988,1809.058,1380,-27.097,7280.839,-27.13,36.2,1
09.02.2022,1825.854,1835.708,1824.538,1832.508,18.08,1380,1826.393,1835.998,1812.778,1814.428,1380,5.37,7289.597,-21.57,23.22,0
09.03.2023,1815.195,1835.565,1811.805,1831.415,-1.093,1366,1825.854,1835.708,1824.538,1832.508,1380,18.08,7318.608,-3.2,11.17,0
04.02.2021,1834.225,1834.635,1784.888,1795.775,-35.64,1380,1815.195,1835.565,1811.805,1831.415,1366,-1.093,7293.98,-4.15,23.76,1
15.07.2021,1826.258,1833.976,1820.13,1829.408,33.633,1380,1834.225,1834.635,1784.888,1795.775,1380,-35.64,7249.523,-38.86,49.747,0
03.09.2021,1809.428,1833.908,1808.848,1827.288,-2.12,1260,1826.258,1833.976,1820.13,1829.408,1380,33.633,7309.772,-4.568,13.846,0
23.02.2023,1825.035,1833.685,1817.395,1823.115,-4.173,1380,1809.428,1833.908,1808.848,1827.288,1260,-2.12,7279.472,-6.62,25.06,0
27.12.2022,1801.705,1833.215,1800.565,1812.335,-10.78,1376,1825.035,1833.685,1817.395,1823.115,1380,-4.173,7299.23,-10.57,16.29,1
29.06.2022,1818.308,1832.958,1811.978,1818.763,6.428,1380,1801.705,1833.215,1800.565,1812.335,1376,-10.78,7247.82,-20.88,32.65,1
09.11.2021,1824.523,1832.633,1819.043,1829.813,11.05,1380,1818.308,1832.958,1811.978,1818.763,1380,6.428,7282.007,-14.195,20.98,1
29.07.2021,1809.188,1832.59,1808.498,1830.138,0.325,1380,1824.523,1832.633,1819.043,1829.813,1380,11.05,7306.012,-2.82,13.59,1
02.12.2020,1811.095,1832.338,1807.405,1830.485,0.347,1376,1809.188,1832.59,1808.498,1830.138,1380,0.325,7280.414,-2.452,24.092,0
24.06.2022,1824.443,1831.686,1816.898,1825.858,-4.627,1260,1811.095,1832.338,1807.405,1830.485,1376,0.347,7281.323,-1.853,24.933,1
02.01.2022,1828.604,1831.624,1827.898,1828.354,2.496,60,1824.443,1831.686,1816.898,1825.858,1260,-4.627,7298.885,-5.828,14.788,0
04.08.2021,1811.028,1831.605,1806.325,1811.518,-16.836,1380,1828.604,1831.624,1827.898,1828.354,60,2.496,7316.48,-3.27,3.726,0
14.06.2022,1820.833,1831.538,1804.963,1810.773,-0.745,1380,1811.028,1831.605,1806.325,1811.518,1380,-16.836,7260.476,-20.087,25.28,0
03.01.2022,1828.294,1831.458,1798.189,1804.028,-6.745,1380,1820.833,1831.538,1804.963,1810.773,1380,-0.745,7268.107,-20.765,26.575,1
16.07.2021,1829.388,1831.428,1808.868,1811.548,7.52,1260,1828.294,1831.458,1798.189,1804.028,1380,-6.745,7261.969,-27.43,33.269,1
30.07.2021,1830.138,1831.248,1810.138,1813.398,1.85,1260,1829.388,1831.428,1808.868,1811.548,1260,7.52,7281.232,-19.88,22.56,1
28.02.2023,1817.105,1831.045,1804.594,1825.395,11.997,1380,1830.138,1831.248,1810.138,1813.398,1260,1.85,7284.922,-17.85,21.11,0
12.02.2021,1826.635,1830.615,1810.395,1823.648,-1.747,1320,1817.105,1831.045,1804.594,1825.395,1380,11.997,7278.139,-5.65,26.451,1
31.12.2021,1815.618,1830.248,1814.598,1829.058,5.41,1320,1826.635,1830.615,1810.395,1823.648,1320,-1.747,7291.293,-6.967,20.22,0
17.01.2021,1828.608,1830.188,1802.948,1810.325,-18.733,60,1815.618,1830.248,1814.598,1829.058,1320,5.41,7289.522,-1.19,15.65,1
05.09.2021,1829.972,1830.098,1827.358,1827.488,17.163,120,1828.608,1830.188,1802.948,1810.325,60,-18.733,7272.069,-19.863,27.24,1
02.01.2023,1826.837,1829.958,1823.287,1829.295,1.807,58,1829.972,1830.098,1827.358,1827.488,120,17.163,7314.916,-2.61,2.74,0
14.07.2021,1805.948,1829.678,1804.448,1826.258,-3.037,1380,1826.837,1829.958,1823.287,1829.295,58,1.807,7309.377,-0.663,6.671,0
05.01.2022,1813.815,1829.584,1808.168,1810.178,-16.08,1380,1805.948,1829.678,1804.448,1826.258,1380,-3.037,7266.332,-3.42,25.23,1
28.06.2022,1823.423,1829.412,1818.148,1818.298,8.12,1380,1813.815,1829.584,1808.168,1810.178,1380,-16.08,7261.745,-19.406,21.416,1
16.05.2022,1813.048,1829.268,1786.638,1826.254,7.956,1380,1823.423,1829.412,1818.148,1818.298,1380,8.12,7289.281,-11.114,11.264,0
14.01.2022,1820.728,1829.048,1814.578,1817.418,-8.836,1320,1813.048,1829.268,1786.638,1826.254,1380,7.956,7255.208,-3.014,42.63,1
13.05.2021,1817.498,1828.678,1808.656,1824.948,7.53,1380,1820.728,1829.048,1814.578,1817.418,1320,-8.836,7281.772,-11.63,14.47,0
13.05.2022,1821.248,1828.678,1798.968,1810.678,-14.27,1260,1817.498,1828.678,1808.656,1824.948,1380,7.53,7279.78,-3.73,20.022,1
08.02.2022,1821.878,1828.664,1815.314,1825.838,15.16,1380,1821.248,1828.678,1798.968,1810.678,1260,-14.27,7259.572,-18,29.71,0
06.09.2021,1827.458,1828.378,1821.335,1823.448,-2.39,1140,1821.878,1828.664,1815.314,1825.838,1380,15.16,7291.694,-2.826,13.35,0
13.01.2022,1825.168,1828.058,1812.228,1820.728,-2.72,1380,1827.458,1828.378,1821.335,1823.448,1140,-2.39,7300.619,-4.93,7.043,1
12.01.2022,1820.588,1827.984,1814.578,1825.168,4.44,1380,1825.168,1828.058,1812.228,1820.728,1380,-2.72,7286.182,-7.33,15.83,0
24.02.2023,1823.115,1827.715,1808.865,1810.665,-14.503,1319,1820.588,1827.984,1814.578,1825.168,1380,4.44,7288.318,-2.816,13.406,0
07.09.2021,1823.428,1827.128,1792.298,1795.608,-15.057,1380,1823.115,1827.715,1808.865,1810.665,1319,-14.503,7270.36,-17.05,18.85,1
15.02.2021,1820.762,1826.915,1815.865,1818.595,22.987,1140,1823.428,1827.128,1792.298,1795.608,1380,-15.057,7238.462,-31.52,34.83,1
08.11.2021,1815.713,1826.403,1812.313,1824.508,5.913,1380,1820.762,1826.915,1815.865,1818.595,1140,22.987,7282.137,-8.32,11.05,0
16.02.2021,1818.655,1826.375,1786.604,1788.265,-36.243,1380,1815.713,1826.403,1812.313,1824.508,1380,5.913,7278.937,-1.895,14.09,1
14.02.2021,1825.118,1826.088,1819.995,1820.762,32.497,60,1818.655,1826.375,1786.604,1788.265,1380,-36.243,7219.899,-38.11,39.771,1
30.12.2022,1814.905,1825.877,1813.175,1823.463,2.701,1319,1825.118,1826.088,1819.995,1820.762,60,32.497,7291.963,-5.326,6.093,0
17.06.2021,1818.688,1825.228,1767.128,1776.638,-46.825,1380,1814.905,1825.877,1813.175,1823.463,1319,2.701,7277.42,-2.414,12.702,1
30.06.2022,1818.768,1825.008,1802.618,1806.428,29.79,1380,1818.688,1825.228,1767.128,1776.638,1380,-46.825,7187.682,-48.59,58.1,1
20.07.2021,1811.388,1824.898,1804.948,1809.648,3.22,1380,1818.768,1825.008,1802.618,1806.428,1380,29.79,7252.822,-18.58,22.39,1
18.05.2022,1814.398,1824.614,1807.228,1815.938,6.29,1380,1811.388,1824.898,1804.948,1809.648,1380,3.22,7250.882,-15.25,19.95,0
13.12.2022,1781.885,1824.358,1780.875,1809.575,-6.363,1380,1814.398,1824.614,1807.228,1815.938,1380,6.29,7262.178,-8.676,17.386,1
08.03.2023,1813.855,1824.185,1809.248,1815.175,5.6,1379,1781.885,1824.358,1780.875,1809.575,1380,-6.363,7196.693,-14.783,43.483,0
21.12.2022,1817.135,1823.685,1811.705,1814.845,-0.33,1380,1813.855,1824.185,1809.248,1815.175,1379,5.6,7262.463,-9.01,14.937,1
