Date,Open,High,Low,Close,Change,Volume,P_Open,P_High,P_Low,P_Close,P_Open-Low,P_Change,P_4_Price,P_Close-High,P_High-Low,Action
12.20.2021,1798.66,1803.58,1788.61,1790.25,-7.28,6191,1802.7,1803.67,1780.92,1798.12,21.78,-4.65,7185.41,-5.55,22.75,0
12.02.2022,1802.7,1803.67,1780.92,1798.12,-4.65,8669,1788.43,1804.23,1785.95,1803.14,2.48,14.76,7181.75,-1.09,18.28,0
12.22.2021,1788.43,1804.23,1785.95,1803.14,14.76,6006,1796.63,1804.8,1794.36,1798.6,2.27,1.96,7194.39,-6.2,10.44,0
10.28.2021,1796.63,1804.8,1794.36,1798.6,1.96,5504,1794.23,1805.22,1787.74,1792.02,6.49,-2.19,7179.21,-13.2,17.48,1
08.10.2022,1794.23,1805.22,1787.74,1792.02,-2.19,5954,1804.48,1805.49,1791.01,1793.36,13.47,-11.1,7194.34,-12.13,14.48,1
09.15.2021,1804.48,1805.49,1791.01,1793.36,-11.1,6460,1788.61,1805.51,1788.07,1797.31,0.54,8.58,7179.5,-8.2,17.44,0
12.09.2022,1788.61,1805.51,1788.07,1797.31,8.58,10816,1805.78,1807.16,1790.2,1803.59,15.58,-2.17,7206.73,-3.57,16.96,0
12.29.2021,1805.78,1807.16,1790.2,1803.59,-2.17,6099,1799.17,1807.31,1799.17,1807.31,0,8.77,7212.96,0,8.14,1
12.26.2022,1799.17,1807.31,1799.17,1807.31,8.77,737,1784.49,1807.5,1770.6,1774.22,13.89,-10.25,7136.81,-33.28,36.9,0
11.30.2021,1784.49,1807.5,1770.6,1774.22,-10.25,6041,1796.95,1807.79,1795.73,1800.76,1.22,3.81,7201.23,-7.03,12.06,1
02.01.2022,1796.95,1807.79,1795.73,1800.76,3.81,6580,1793.23,1807.79,1783.23,1804.46,10,11.19,7188.71,-3.33,24.56,0
09.14.2021,1793.23,1807.79,1783.23,1804.46,11.19,6060,1807.41,1808.03,1783.62,1792.69,23.79,-14.7,7191.75,-15.34,24.41,1
10.26.2021,1807.41,1808.03,1783.62,1792.69,-14.7,5832,1807.3,1808.6,1774.92,1776.8,32.38,-30.56,7167.62,-31.8,33.68,1
12.15.2022,1807.3,1808.6,1774.92,1776.8,-30.56,10865,1806.61,1808.66,1789.86,1804.64,16.75,-1.97,7209.77,-4.02,18.8,0
02.03.2022,1806.61,1808.66,1789.86,1804.64,-1.97,6772,1792.21,1808.71,1792.21,1807.39,0,15.19,7200.52,-1.32,16.5,0
10.25.2021,1792.21,1808.71,1792.21,1807.39,15.19,6129,1807.12,1809.22,1785.86,1809.22,21.26,2.1,7211.42,0,23.36,0
07.01.2022,1807.12,1809.22,1785.86,1809.22,2.1,7142,1798.28,1809.26,1765.85,1768.25,32.43,-29.87,7141.64,-41.01,43.41,1
12.05.2022,1798.28,1809.26,1765.85,1768.25,-29.87,8929,1803.17,1810.09,1800.83,1807.81,2.34,4.67,7221.9,-2.28,9.26,1
12.23.2021,1803.17,1810.09,1800.83,1807.81,4.67,5943,1800.8,1810.32,1794.95,1806.61,5.85,5.85,7212.68,-3.71,15.37,0
02.02.2022,1800.8,1810.32,1794.95,1806.61,5.85,6659,1809.83,1810.94,1786.87,1790.06,22.96,-19.76,7197.7,-20.88,24.07,1
01.06.2022,1809.83,1810.94,1786.87,1790.06,-19.76,5454,1807.85,1811.54,1804.69,1807.99,3.16,0.18,7232.07,-3.55,6.85,1
12.24.2021,1807.85,1811.54,1804.69,1807.99,0.18,1734,1804.53,1811.68,1782.25,1789.03,22.28,-15.5,7187.49,-22.65,29.43,0
11.23.2021,1804.53,1811.68,1782.25,1789.03,-15.5,6241,1807.82,1811.73,1764.49,1765.14,43.33,-42.68,7149.18,-46.59,47.24,1
07.05.2022,1807.82,1811.73,1764.49,1765.14,-42.68,7202,1782.83,1812.24,1782.83,1792.2,0,9.38,7170.1,-20.04,29.41,0
10.22.2021,1782.83,1812.24,1782.83,1792.2,9.38,6806,1810.64,1812.71,1799.04,1807.36,11.6,-3.32,7229.75,-5.35,13.67,0
12.14.2022,1810.64,1812.71,1799.04,1807.36,-3.32,10718,1810.72,1812.95,1804.05,1811.48,6.67,3.49,7239.2,-1.47,8.9,1
12.27.2021,1810.72,1812.95,1804.05,1811.48,3.49,5794,1809.32,1813.12,1804.19,1807.82,5.13,-1.4,7234.45,-5.3,8.93,0
07.04.2022,1809.32,1813.12,1804.19,1807.82,-1.4,6635,1799,1813.51,1796.62,1797.53,2.38,-1.45,7206.66,-15.98,16.89,1
12.17.2021,1799,1813.51,1796.62,1797.53,-1.45,6523,1804.61,1813.67,1794.73,1807.67,9.88,3.03,7220.68,-6,18.94,0
02.04.2022,1804.61,1813.67,1794.73,1807.67,3.03,6811,1788.5,1813.79,1784.1,1791.61,4.4,3.11,7178,-22.18,29.69,0
11.26.2021,1788.5,1813.79,1784.1,1791.61,3.11,4553,1813.7,1814.28,1797.64,1804.29,16.06,-9.45,7229.91,-9.99,16.64,1
12.28.2022,1813.7,1814.28,1797.64,1804.29,-9.45,10972,1800.88,1815.48,1799.55,1814.25,1.33,13.4,7230.16,-1.23,15.93,1
01.04.2022,1800.88,1815.48,1799.55,1814.25,13.4,5878,1813.71,1816.71,1805.92,1809.38,7.79,-4.24,7245.72,-7.33,10.79,0
09.02.2021,1813.71,1816.71,1805.92,1809.38,-4.24,6186,1803.56,1816.75,1796.18,1814.44,7.38,10.85,7230.93,-2.31,20.57,1
12.30.2021,1803.56,1816.75,1796.18,1814.44,10.85,6118,1791.47,1817.92,1789.45,1817.66,2.02,26.18,7216.5,-0.26,28.47,0
11.05.2021,1791.47,1817.92,1789.45,1817.66,26.18,6434,1809.78,1818.41,1803.78,1813.79,6,3.93,7245.76,-4.62,14.63,1
08.31.2021,1809.78,1818.41,1803.78,1813.79,3.93,6235,1813.74,1818.96,1809.03,1813.62,4.71,-0.17,7255.35,-5.34,9.93,1
09.01.2021,1813.74,1818.96,1809.03,1813.62,-0.17,6150,1811.47,1819.39,1805.09,1805.76,6.38,-5.72,7241.71,-13.63,14.3,1
12.28.2021,1811.47,1819.39,1805.09,1805.76,-5.72,5969,1817.99,1819.51,1807.6,1817.29,10.39,6.21,7262.39,-2.22,11.91,0
02.27.2023,1817.99,1819.51,1807.6,1817.29,6.21,5564,1804.3,1819.85,1802.99,1814.89,1.31,10.6,7242.03,-4.96,16.86,0
12.29.2022,1804.3,1819.85,1802.99,1814.89,10.6,10841,1787.73,1820.06,1784.91,1817.84,2.82,30.07,7210.54,-2.22,35.15,1
12.20.2022,1787.73,1820.06,1784.91,1817.84,30.07,10871,1814.34,1820.29,1785.38,1792.44,28.96,-21.93,7212.45,-27.85,34.91,1
12.22.2022,1814.34,1820.29,1785.38,1792.44,-21.93,11413,1818.7,1821.67,1792.16,1796.57,26.54,-22.08,7229.1,-25.1,29.51,1
01.27.2022,1818.7,1821.67,1792.16,1796.57,-22.08,7605,1818.31,1822.15,1806.46,1813.46,11.85,-4.85,7260.38,-8.69,15.69,0
01.18.2022,1818.31,1822.15,1806.46,1813.46,-4.85,6300,1817.87,1822.64,1812.18,1814.37,5.69,-3.47,7267.06,-8.27,10.46,0
12.21.2022,1817.87,1822.64,1812.18,1814.37,-3.47,11249,1813.36,1822.77,1809.69,1813.81,3.67,0.44,7259.63,-8.96,13.08,0
03.08.2023,1813.36,1822.77,1809.69,1813.81,0.44,5753,1817.83,1822.77,1813.27,1818.31,4.56,1.12,7272.18,-4.46,9.5,0
01.17.2022,1817.83,1822.77,1813.27,1818.31,1.12,6187,1801.54,1822.84,1800.16,1821.38,1.38,19.83,7245.92,-1.46,22.68,1
01.11.2022,1801.54,1822.84,1800.16,1821.38,19.83,6358,1817.78,1822.96,1803.36,1807.12,14.42,-10.7,7251.22,-15.84,19.6,1
06.30.2022,1817.78,1822.96,1803.36,1807.12,-10.7,7321,1807.53,1823.01,1807.42,1820.35,0.11,12.68,7258.31,-2.66,15.59,1
02.07.2022,1807.53,1823.01,1807.42,1820.35,12.68,6393,1781.32,1823.77,1781.12,1810.68,0.2,29.31,7196.89,-13.09,42.65,0
12.13.2022,1781.32,1823.77,1781.12,1810.68,29.31,10766,1814.7,1824.01,1807.94,1816.52,6.76,1.86,7263.17,-7.49,16.07,1
05.18.2022,1814.7,1824.01,1807.94,1816.52,1.86,7217,1814.9,1824.91,1810.32,1824.09,4.58,9.2,7274.22,-0.82,14.59,1
12.30.2022,1814.9,1824.91,1810.32,1824.09,9.2,11408,1814.64,1825.94,1813.24,1824.11,1.4,6.45,7277.93,-1.83,12.7,1
11.08.2021,1814.64,1825.94,1813.24,1824.11,6.45,5142,1811.19,1826.04,1791.94,1824.29,19.25,13.13,7253.46,-1.75,34.1,1
05.16.2022,1811.19,1826.04,1791.94,1824.29,13.13,6731,1823.18,1826.92,1793.21,1793.64,29.97,-29.54,7236.95,-33.28,33.71,1
09.07.2021,1823.18,1826.92,1793.21,1793.64,-29.54,6008,1824.33,1827.41,1824.33,1826.11,0,2.02,7302.18,-1.3,3.08,1
01.02.2023,1824.33,1827.41,1824.33,1826.11,2.02,765,1822.41,1827.48,1809.35,1811.08,13.06,-11.34,7270.32,-16.4,18.13,0
02.24.2023,1822.41,1827.48,1809.35,1811.08,-11.34,5581,1825.99,1827.58,1813.22,1822.47,12.77,-3.53,7289.26,-5.11,14.36,1
01.13.2022,1825.99,1827.58,1813.22,1822.47,-3.53,6327,1821.39,1827.7,1815.1,1826,6.29,4.62,7290.19,-1.7,12.6,0
01.12.2022,1821.39,1827.7,1815.1,1826,4.62,6495,1821.76,1828.1,1801.59,1811.16,20.17,-10.65,7262.61,-16.94,26.51,0
05.13.2022,1821.76,1828.1,1801.59,1811.16,-10.65,6768,1822.46,1828.42,1814.87,1817.19,7.59,-5.28,7282.94,-11.23,13.55,1
01.14.2022,1822.46,1828.42,1814.87,1817.19,-5.28,6498,1820.31,1828.47,1815.69,1825.83,4.62,5.48,7290.3,-2.64,12.78,0
02.08.2022,1820.31,1828.47,1815.69,1825.83,5.48,6502,1814.26,1828.58,1808.67,1809.82,5.59,-4.43,7261.33,-18.76,19.91,0
01.05.2022,1814.26,1828.58,1808.67,1809.82,-4.43,5500,1822.64,1828.76,1819.02,1820.25,3.62,-2.47,7290.67,-8.51,9.74,1
06.28.2022,1822.64,1828.76,1819.02,1820.25,-2.47,7283,1827.2,1829.57,1821.36,1823.18,5.84,-3.99,7301.31,-6.39,8.21,0
09.06.2021,1827.2,1829.57,1821.36,1823.18,-3.99,5119,1806.85,1829.6,1800.7,1813.74,6.15,6.43,7250.89,-15.86,28.9,0
12.27.2022,1806.85,1829.6,1800.7,1813.74,6.43,10903,1814.43,1829.66,1813.9,1828.43,0.53,13.99,7286.42,-1.23,15.76,0
12.31.2021,1814.43,1829.66,1813.9,1828.43,13.99,6201,1822.6,1830.5,1818.9,1826.89,3.7,4.26,7298.89,-3.61,11.6,1
06.24.2022,1822.6,1830.5,1818.9,1826.89,4.26,7522,1819.08,1830.54,1805.37,1808.45,13.71,-10.65,7263.44,-22.09,25.17,1
06.14.2022,1819.08,1830.54,1805.37,1808.45,-10.65,7244,1817.31,1830.63,1807.12,1826.89,10.19,9.6,7281.95,-3.74,23.51,1
02.28.2023,1817.31,1830.63,1807.12,1826.89,9.6,5410,1829.08,1831.14,1798.87,1800.85,30.21,-27.58,7259.94,-30.29,32.27,0
01.03.2022,1829.08,1831.14,1798.87,1800.85,-27.58,5845,1820.12,1831.69,1814.41,1817.82,5.71,-2.43,7284.04,-13.87,17.28,1
06.29.2022,1820.12,1831.69,1814.41,1817.82,-2.43,7404,1824.11,1832.27,1819.5,1831.6,4.61,7.49,7307.48,-0.67,12.77,0
11.09.2021,1824.11,1832.27,1819.5,1831.6,7.49,6207,1825.3,1833.09,1819.64,1822.42,5.66,-2.89,7300.45,-10.67,13.45,0
02.23.2023,1825.3,1833.09,1819.64,1822.42,-2.89,5589,1809.39,1833.19,1808.84,1827.17,0.55,17.79,7278.59,-6.02,24.35,1
09.03.2021,1809.39,1833.19,1808.84,1827.17,17.79,6176,1813.82,1834.69,1812.56,1830.88,1.26,17.07,7291.95,-3.81,22.13,0
03.09.2023,1813.82,1834.69,1812.56,1830.88,17.07,5711,1825.79,1835.2,1824.97,1832.83,0.82,7,7318.79,-2.37,10.23,1
02.09.2022,1825.79,1835.2,1824.97,1832.83,7,6541,1824.19,1835.38,1813.34,1814.66,10.85,-9.63,7287.57,-20.72,22.04,1
05.17.2022,1824.19,1835.38,1813.34,1814.66,-9.63,7013,1836.82,1838.41,1830.44,1835.94,6.38,-0.9,7341.61,-2.47,7.97,1
03.02.2023,1836.82,1838.41,1830.44,1835.94,-0.9,5669,1826.88,1839.58,1821.4,1822.72,5.48,-4.17,7310.58,-16.86,18.18,0
06.27.2022,1826.88,1839.58,1821.4,1822.72,-4.17,6743,1808.36,1839.81,1807.43,1833.83,0.93,25.38,7289.43,-5.98,32.38,0
06.15.2022,1808.36,1839.81,1807.43,1833.83,25.38,7196,1832.86,1841.32,1825.29,1826.58,7.57,-6.25,7326.05,-14.74,16.03,0
02.10.2022,1832.86,1841.32,1825.29,1826.58,-6.25,6161,1839.11,1842.3,1828.85,1833.89,10.26,-5.28,7344.15,-8.41,13.45,1
01.21.2022,1839.11,1842.3,1828.85,1833.89,-5.28,6630,1837.8,1842.48,1829.01,1833.06,8.79,-4.74,7342.35,-9.42,13.47,0
06.21.2022,1837.8,1842.48,1829.01,1833.06,-4.74,7427,1826.87,1842.78,1823.43,1836.84,3.44,9.95,7329.92,-5.94,19.35,0
03.01.2023,1826.87,1842.78,1823.43,1836.84,9.95,5604,1813.5,1842.84,1810.27,1840.41,3.23,26.95,7307.02,-2.43,32.57,0
01.19.2022,1813.5,1842.84,1810.27,1840.41,26.95,6602,1841.26,1843.13,1830.75,1834.93,10.51,-6.33,7350.07,-8.2,12.38,1
02.21.2023,1841.26,1843.13,1830.75,1834.93,-6.33,5587,1836.7,1843.3,1819.41,1842.33,17.29,5.6,7341.74,-0.97,23.89,1
02.17.2023,1836.7,1843.3,1819.41,1842.33,5.6,5516,1837.66,1843.32,1822.63,1822.63,15.03,-15.12,7326.24,-20.69,20.69,0
06.23.2022,1837.66,1843.32,1822.63,1822.63,-15.12,7374,1834.83,1843.4,1830.15,1842.84,4.68,8.95,7351.22,-0.56,13.25,1
01.24.2022,1834.83,1843.4,1830.15,1842.84,8.95,7102,1834.9,1844.49,1824.37,1825.31,10.53,-9.62,7329.07,-19.18,20.12,0
02.22.2023,1834.9,1844.49,1824.37,1825.31,-9.62,5584,1836.11,1845,1828.75,1836.73,7.36,0.6,7346.59,-8.27,16.25,1
02.16.2023,1836.11,1845,1828.75,1836.73,0.6,5502,1833.06,1845.05,1823.87,1837.75,9.19,4.69,7339.73,-7.3,21.18,0
06.22.2022,1833.06,1845.05,1823.87,1837.75,4.69,7165,1839.64,1845.64,1835.32,1837.8,4.32,-2.2,7358.4,-7.84,10.32,1
06.20.2022,1839.64,1845.64,1835.32,1837.8,-2.2,6851,1840.41,1846.71,1836.44,1839.17,3.97,-1.24,7362.73,-7.54,10.27,1
01.20.2022,1840.41,1846.71,1836.44,1839.17,-1.24,6549,1847.04,1847.04,1837.68,1841.26,9.36,-1.07,7373.02,-5.78,9.36,0
02.20.2023,1847.04,1847.04,1837.68,1841.26,-1.07,5318,1841.75,1848.45,1833.32,1846.07,8.43,4.32,7369.59,-2.38,15.13,0
05.20.2022,1841.75,1848.45,1833.32,1846.07,4.32,7363,1845.96,1848.62,1802.7,1804.53,43.26,-41.03,7301.81,-44.09,45.92,0
11.22.2021,1845.96,1848.62,1802.7,1804.53,-41.03,6193,1816.49,1848.66,1811.64,1841.75,4.85,25.23,7318.54,-6.91,37.02,1
05.19.2022,1816.49,1848.66,1811.64,1841.75,25.23,6920,1837.45,1849.29,1828.82,1846.39,8.63,8.94,7361.95,-2.9,20.47,0
06.01.2022,1837.45,1849.29,1828.82,1846.39,8.94,7422,1826.19,1849.48,1825.64,1839.61,0.55,13.5,7340.92,-9.87,23.84,1
01.03.2023,1826.19,1849.48,1825.64,1839.61,13.5,10411,1847.75,1849.61,1816.23,1818.65,31.52,-29.07,7332.24,-30.96,33.38,1
01.26.2022,1847.75,1849.61,1816.23,1818.65,-29.07,7596,1846.94,1850.85,1813.26,1813.37,33.68,-33.6,7324.42,-37.48,37.59,1
03.07.2023,1846.94,1850.85,1813.26,1813.37,-33.6,5649,1842.82,1852.75,1836.01,1847.72,6.81,4.88,7379.3,-5.03,16.74,0
01.25.2022,1842.82,1852.75,1836.01,1847.72,4.88,7411,1853.22,1854.02,1842.89,1850.7,10.33,-2.5,7400.83,-3.32,11.13,0
05.26.2022,1853.22,1854.02,1842.89,1850.7,-2.5,7352,1841.72,1855,1837.57,1852.09,4.15,10.29,7386.38,-2.91,17.43,1
06.07.2022,1841.72,1855,1837.57,1852.09,10.29,7598,1852.79,1855.13,1840.56,1847.8,12.23,-4.88,7396.28,-7.33,14.57,0
06.09.2022,1852.79,1855.13,1840.56,1847.8,-4.88,7562,1838.22,1855.42,1832.37,1852.28,5.85,14.08,7378.29,-3.14,23.05,1
05.11.2022,1838.22,1855.42,1832.37,1852.28,14.08,6608,1835.92,1855.97,1835.84,1855.35,0.08,19.41,7383.08,-0.62,20.13,0
03.03.2023,1835.92,1855.97,1835.84,1855.35,19.41,5676,1850.74,1856.46,1841.19,1841.8,9.55,-8.97,7390.19,-14.66,15.27,1
06.06.2022,1850.74,1856.46,1841.19,1841.8,-8.97,7343,1855.5,1856.61,1835.7,1837.45,19.8,-18.05,7385.26,-19.16,20.91,1
05.31.2022,1855.5,1856.61,1835.7,1837.45,-18.05,7595,1833.79,1856.81,1817.24,1856.69,16.55,22.86,7364.53,-0.12,39.57,0
06.16.2022,1833.79,1856.81,1817.24,1856.69,22.86,7029,1856.82,1856.85,1834.78,1840,22.04,-16.69,7388.45,-16.85,22.07,0
06.17.2022,1856.82,1856.85,1834.78,1840,-16.69,7191,1852.31,1857.69,1821.81,1821.81,30.5,-30.47,7353.62,-35.88,35.88,1
05.12.2022,1852.31,1857.69,1821.81,1821.81,-30.47,6472,1854.68,1858.61,1827.17,1833.01,27.51,-21.66,7373.47,-25.6,31.44,0
01.05.2023,1854.68,1858.61,1827.17,1833.01,-21.66,5448,1854.4,1859.04,1832.01,1836.13,22.39,-18.29,7381.58,-22.91,27.03,0
02.15.2023,1854.4,1859.04,1832.01,1836.13,-18.29,5481,1852.01,1859.14,1845.93,1852.68,6.08,0.59,7409.76,-6.46,13.21,0
06.08.2022,1852.01,1859.14,1845.93,1852.68,0.59,7666,1859.26,1859.26,1845.56,1846.97,13.7,-8.38,7411.05,-12.29,13.7,0
03.06.2023,1859.26,1859.26,1845.56,1846.97,-8.38,5670,1850.66,1860.59,1848.39,1853.09,2.27,2.39,7412.73,-7.5,12.2,1
05.27.2022,1850.66,1860.59,1848.39,1853.09,2.39,7295,1853.16,1863.2,1848.83,1855.5,4.33,2.41,7420.69,-7.7,14.37,0
05.30.2022,1853.16,1863.2,1848.83,1855.5,2.41,6740,1839.61,1863.71,1836.77,1854.67,2.84,15.06,7394.76,-9.04,26.94,1
01.04.2023,1839.61,1863.71,1836.77,1854.67,15.06,5491,1858.58,1863.81,1845.22,1845.56,13.36,-13.03,7413.17,-18.25,18.59,1
11.19.2021,1858.58,1863.81,1845.22,1845.56,-13.03,6557,1824.83,1864.09,1822.09,1858.95,2.74,32.37,7369.96,-5.14,42,1
02.11.2022,1824.83,1864.09,1822.09,1858.95,32.37,5856,1853.81,1864.17,1846.7,1854.42,7.11,0.59,7419.1,-9.75,17.47,0
02.14.2023,1853.81,1864.17,1846.7,1854.42,0.59,5403,1831.62,1864.28,1822.9,1848.94,8.72,17.34,7367.74,-15.34,41.38,1
11.10.2021,1831.62,1864.28,1822.9,1848.94,17.34,6491,1846.13,1864.56,1845.2,1853.48,0.93,7.41,7409.37,-11.08,19.36,1
05.23.2022,1846.13,1864.56,1845.2,1853.48,7.41,7252,1848.9,1864.91,1842.91,1861.66,5.99,12.72,7418.38,-3.25,22,1
11.11.2021,1848.9,1864.91,1842.91,1861.66,12.72,6220,1853.8,1865.38,1836.59,1838.2,17.21,-15.58,7393.97,-27.18,28.79,1
05.10.2022,1853.8,1865.38,1836.59,1838.2,-15.58,6750,1849.95,1867.21,1849.63,1867.13,0.32,17.21,7433.92,-0.08,17.58,1
11.17.2021,1849.95,1867.21,1849.63,1867.13,17.21,6493,1866.15,1867.56,1844.13,1853.2,22.02,-13,7431.04,-14.36,23.43,0
05.25.2022,1866.15,1867.56,1844.13,1853.2,-13,7377,1861.66,1867.57,1845.37,1864.23,16.29,2.57,7438.83,-3.34,22.2,1
11.12.2021,1861.66,1867.57,1845.37,1864.23,2.57,6511,1864.38,1867.82,1856.62,1862.55,7.76,-1.68,7451.37,-5.27,11.2,0
11.15.2021,1864.38,1867.82,1856.62,1862.55,-1.68,6302,1853.48,1869.06,1849.79,1866.2,3.69,12.72,7438.53,-2.86,19.27,1
05.24.2022,1853.48,1869.06,1849.79,1866.2,12.72,7446,1830.87,1869.25,1828.09,1867.49,2.78,36.61,7395.7,-1.76,41.16,0
03.10.2023,1830.87,1869.25,1828.09,1867.49,36.61,5353,1832.96,1869.42,1831.87,1866.13,1.09,33.12,7400.38,-3.29,37.55,1
01.06.2023,1832.96,1869.42,1831.87,1866.13,33.12,5560,1869.94,1869.94,1851.04,1853.83,18.9,-11.75,7444.75,-16.11,18.9,1
02.13.2023,1869.94,1869.94,1851.04,1853.83,-11.75,5470,1846.38,1870.03,1844.17,1868.25,2.21,21.86,7428.83,-1.78,25.86,1
06.02.2022,1846.38,1870.03,1844.17,1868.25,21.86,7558,1867.15,1870.45,1856.44,1858.59,10.71,-8.54,7452.63,-11.86,14.01,0
11.18.2021,1867.15,1870.45,1856.44,1858.59,-8.54,6631,1861.52,1870.57,1853.11,1865.58,8.41,4.07,7450.78,-4.99,17.46,1
02.10.2023,1861.52,1870.57,1853.11,1865.58,4.07,5439,1853.32,1872.14,1850.76,1869.02,2.56,15.79,7445.24,-3.12,21.38,0
02.16.2022,1853.32,1872.14,1850.76,1869.02,15.79,6450,1859.03,1872.86,1851.52,1871.33,7.51,12.38,7454.74,-1.53,21.34,1
02.14.2022,1859.03,1872.86,1851.52,1871.33,12.38,6268,1868.31,1873.43,1847.64,1850.77,20.67,-17.48,7440.15,-22.66,25.79,1
06.03.2022,1868.31,1873.43,1847.64,1850.77,-17.48,7292,1847.75,1874.98,1828.87,1871.2,18.88,23.4,7422.8,-3.78,46.11,1
06.10.2022,1847.75,1874.98,1828.87,1871.2,23.4,7415,1862.57,1875.09,1849.6,1849.92,12.97,-12.63,7437.18,-25.17,25.49,0
11.16.2021,1862.57,1875.09,1849.6,1849.92,-12.63,6328,1862.74,1876.82,1851.51,1867.95,11.23,5.26,7459.02,-8.87,25.31,1
05.03.2022,1862.74,1876.82,1851.51,1867.95,5.26,7166,1871.12,1877.31,1819.04,1819.1,52.08,-52.1,7386.57,-58.21,58.27,0
06.13.2022,1871.12,1877.31,1819.04,1819.1,-52.1,6935,1871.33,1878.73,1846.44,1853.23,24.89,-18.1,7449.73,-25.5,32.29,1
02.15.2022,1871.33,1878.73,1846.44,1853.23,-18.1,6226,1871.72,1879.79,1868.44,1877.09,3.28,5.37,7497.04,-2.7,11.35,0
01.10.2023,1871.72,1879.79,1868.44,1877.09,5.37,5613,1870.99,1880.39,1864.26,1867.71,6.73,1.99,7483.35,-12.68,16.13,0
02.06.2023,1870.99,1880.39,1864.26,1867.71,1.99,5297,1869.24,1880.39,1867.41,1871.72,1.83,5.59,7488.76,-8.67,12.98,1
01.09.2023,1869.24,1880.39,1867.41,1871.72,5.59,5448,1867.71,1881.29,1866.55,1872.47,1.16,4.76,7488.02,-8.82,14.74,1
02.07.2023,1867.71,1881.29,1866.55,1872.47,4.76,5346,1872.41,1885.72,1870.52,1875.71,1.89,3.24,7504.36,-10.01,15.2,1
02.08.2023,1872.41,1885.72,1870.52,1875.71,3.24,5569,1877.05,1885.83,1868.39,1875.93,8.66,-1.16,7507.2,-9.9,17.44,1
01.11.2023,1877.05,1885.83,1868.39,1875.93,-1.16,5695,1867.8,1887.87,1861.95,1881.39,5.85,13.44,7499.01,-6.48,25.92,1
05.04.2022,1867.8,1887.87,1861.95,1881.39,13.44,7234,1875.72,1888.62,1859.53,1861.51,16.19,-14.2,7485.38,-27.11,29.09,0
02.09.2023,1875.72,1888.62,1859.53,1861.51,-14.2,5498,1877.08,1891.01,1866.84,1882.87,10.24,5.79,7517.8,-8.14,24.17,1
05.06.2022,1877.08,1891.01,1866.84,1882.87,5.79,7072,1889.32,1895.4,1887.49,1889.63,1.83,0.64,7561.84,-5.77,7.91,0
08.18.2023,1889.32,1895.4,1887.49,1889.63,0.64,5891,1882.88,1895.53,1852.15,1853.78,30.73,-29.09,7484.34,-41.75,43.38,1
05.09.2022,1882.88,1895.53,1852.15,1853.78,-29.09,6309,1885.63,1896.12,1873.4,1894.22,12.23,8.63,7549.37,-1.9,22.72,1
04.28.2022,1885.63,1896.12,1873.4,1894.22,8.63,7116,1890.05,1898.75,1884.95,1894.75,5.1,5.12,7568.5,-4,13.8,0
08.21.2023,1890.05,1898.75,1884.95,1894.75,5.12,0,1896.59,1899.24,1856.05,1862.69,40.54,-33.86,7514.57,-36.55,43.19,1
05.02.2022,1896.59,1899.24,1856.05,1862.69,-33.86,7155,1875.9,1899.97,1875.37,1897.13,0.53,21.2,7548.37,-2.84,24.6,1
01.12.2023,1875.9,1899.97,1875.37,1897.13,21.2,5623,1869.13,1900.28,1867.94,1897.95,1.19,28.93,7535.3,-2.33,32.34,0
02.17.2022,1869.13,1900.28,1867.94,1897.95,28.93,6270,1898.04,1902.01,1887.17,1897.05,10.87,-0.9,7584.27,-4.96,14.84,1
02.18.2022,1898.04,1902.01,1887.17,1897.05,-0.9,6465,1892.27,1902.53,1885.45,1888.99,6.82,-3.83,7569.24,-13.54,17.08,1
08.17.2023,1892.27,1902.53,1885.45,1888.99,-3.83,5830,1890.34,1904.05,1890.34,1897.46,0,2.71,7582.19,-6.59,13.71,0
08.22.2023,1890.34,1904.05,1890.34,1897.46,2.71,3340,1905.27,1906.47,1883.01,1885.59,22.26,-19.67,7580.34,-20.88,23.46,0
04.27.2022,1905.27,1906.47,1883.01,1885.59,-19.67,6978,1901.79,1906.98,1892.29,1892.82,9.5,-8.83,7593.88,-14.16,14.69,1
08.16.2023,1901.79,1906.98,1892.29,1892.82,-8.83,5815,1897.68,1907.43,1888.01,1903.66,9.67,6.61,7596.78,-3.77,19.42,0
02.21.2022,1897.68,1907.43,1888.01,1903.66,6.61,5677,1881.35,1907.61,1873.68,1877.08,7.67,-4.31,7539.72,-30.53,33.93,0
05.05.2022,1881.35,1907.61,1873.68,1877.08,-4.31,6891,1897.48,1909.71,1896.15,1905.26,1.33,7.68,7608.6,-4.45,13.56,1
04.26.2022,1897.48,1909.71,1896.15,1905.26,7.68,7161,1898.23,1909.99,1890.63,1908.16,7.6,9.96,7607.01,-1.83,19.36,0
02.23.2022,1898.23,1909.99,1890.63,1908.16,9.96,6797,1907.52,1910.6,1900.98,1901.65,6.54,-5.82,7620.75,-8.95,9.62,1
08.15.2023,1907.52,1910.6,1900.98,1901.65,-5.82,5774,1907.32,1912.41,1894.13,1908.26,13.19,0.95,7622.12,-4.15,18.28,1
06.29.2023,1907.32,1912.41,1894.13,1908.26,0.95,5671,1903.66,1912.98,1892.57,1898.2,11.09,-5.46,7607.41,-14.78,20.41,0
02.22.2022,1903.66,1912.98,1892.57,1898.2,-5.46,6319,1913.68,1913.68,1898.97,1903.93,14.71,-9.77,7630.26,-9.75,14.71,1
